59.166.0.3,149.171.126.8,tcp,FIN,-,9951,6881,98,170,1421938147,1421938147,-,0
59.166.0.0,149.171.126.4,tcp,FIN,smtp,44731,25,52,40,1421943535,1421943535,-,0
59.166.0.2,149.171.126.9,tcp,FIN,-,60236,143,122,126,1421945125,1421945125,-,0
59.166.0.8,149.171.126.3,udp,CON,-,12830,53,2,2,1421932621,1421932621,-,0
59.166.0.5,149.171.126.2,tcp,FIN,ftp,58927,21,52,54,1421945507,1421945509,-,0
59.166.0.3,149.171.126.2,tcp,FIN,-,6919,26976,84,86,1421943647,1421932399,-,0
59.166.0.2,149.171.126.6,tcp,FIN,-,19010,1552,18,18,1421945809,1421945809,-,0
59.166.0.2,149.171.126.8,udp,CON,-,13280,49706,4,4,1421951336,1421946405,-,0
59.166.0.1,149.171.126.6,udp,CON,dns,23535,53,2,2,1421951192,1421951192,-,0
59.166.0.7,149.171.126.3,tcp,FIN,-,42464,6881,448,858,1421932268,1421927891,-,0
59.166.0.4,149.171.126.4,udp,CON,dns,14326,53,2,2,1421940043,1421940043,-,0
59.166.0.6,149.171.126.8,tcp,FIN,ftp,62656,21,52,54,1421935476,1421935476,-,0
59.166.0.1,149.171.126.2,tcp,FIN,-,62746,5190,22,24,1421952285,1421952285,-,0
59.166.0.0,149.171.126.1,udp,CON,-,43039,53,2,2,1421932888,1421932888,-,0
59.166.0.0,149.171.126.2,tcp,FIN,-,20599,32003,78,80,1421936065,1421936065,-,0
59.166.0.0,149.171.126.3,udp,CON,-,15622,111,4,4,1421935220,1421948683,-,0
59.166.0.0,149.171.126.5,tcp,FIN,ftp-data,6974,58842,14,6,1421945939,1421950781,-,0
175.45.176.1,149.171.126.12,unas,INT,-,0,0,2,0,1421930674,1421930674, Fuzzers,1
59.166.0.0,149.171.126.9,tcp,FIN,smtp,59316,25,52,42,1421947752,1421947752,-,0
59.166.0.5,149.171.126.5,tcp,FIN,-,8778,25477,48,50,1421933084,1421933084,-,0
59.166.0.9,149.171.126.9,udp,CON,dns,44492,53,2,2,1421936070,1421936070,-,0
59.166.0.9,149.171.126.8,tcp,FIN,-,33634,12910,44,46,1421928544,1421928544,-,0
59.166.0.4,149.171.126.8,tcp,FIN,ftp-data,2508,18033,8,12,1421952558,1421952559,-,0
59.166.0.6,149.171.126.4,tcp,FIN,ftp-data,29582,43030,6,8,1421951130,1421951132,-,0
59.166.0.3,149.171.126.1,udp,CON,dns,45506,53,2,2,1421950090,1421950090,-,0
59.166.0.8,149.171.126.0,tcp,FIN,smtp,51787,25,52,42,1421942850,1421942850,-,0
59.166.0.6,149.171.126.1,tcp,FIN,-,5106,54337,60,62,1421951137,1421951137,-,0
59.166.0.4,149.171.126.1,udp,CON,dns,19429,53,2,2,1421928579,1421928579,-,0
59.166.0.3,149.171.126.5,udp,CON,dns,26577,53,2,2,1421953643,1421953643,-,0
175.45.176.1,149.171.126.17,tcp,FIN,-,16644,445,12,8,1421932880,1421930026,Exploits,1
59.166.0.6,149.171.126.2,udp,CON,dns,63721,53,2,2,1421941179,1421934944,-,0
59.166.0.5,149.171.126.7,tcp,FIN,-,22299,143,122,126,1421946160,1421946160,-,0
59.166.0.9,149.171.126.1,udp,CON,-,27885,42074,4,4,1421945122,1421945122,-,0
59.166.0.5,149.171.126.8,udp,CON,-,1161,30406,4,4,1421946903,1421946903,-,0
59.166.0.6,149.171.126.7,tcp,FIN,-,44070,6881,234,438,1421953955,1421953957,-,0
59.166.0.5,149.171.126.7,tcp,FIN,-,22413,80,12,18,1421945565,1421945565,-,0
59.166.0.2,149.171.126.3,udp,CON,-,21251,25697,4,4,1421939616,1421939616,-,0
59.166.0.8,149.171.126.5,udp,CON,-,62000,53,2,2,1421946242,1421946242,-,0
59.166.0.6,149.171.126.5,tcp,FIN,ftp-data,40609,34965,8,12,1421947743,1421941689,-,0
149.171.126.18,175.45.176.1,udp,INT,dns,1043,53,2,0,1421932413,1421952007,-,0
59.166.0.3,149.171.126.4,tcp,FIN,-,53099,58228,42,44,1421939129,1421939129,-,0
59.166.0.3,149.171.126.2,tcp,FIN,-,36020,80,14,18,1421944979,1421944980,-,0
59.166.0.1,149.171.126.5,udp,CON,dns,29666,53,2,2,1421932002,1421932002,-,0
59.166.0.2,149.171.126.4,tcp,FIN,-,5996,54761,42,44,1421943918,1421943918,-,0
59.166.0.1,149.171.126.8,udp,CON,dns,63900,53,2,2,1421939078,1421939078,-,0
59.166.0.1,149.171.126.3,tcp,FIN,-,12096,7752,18,18,1421928452,1421928452,-,0
59.166.0.0,149.171.126.1,udp,CON,-,42775,111,4,4,1421937126,1421937126,-,0
175.45.176.1,149.171.126.18,udp,INT,dns,1043,53,2,0,1421932506,1421942590,Generic,1
59.166.0.7,149.171.126.2,tcp,FIN,-,13668,17087,44,46,1421947463,1421937882,-,0
59.166.0.9,149.171.126.6,tcp,FIN,-,56264,5190,48,52,1421935185,1421935185,-,0
175.45.176.1,149.171.126.12,unas,INT,-,0,0,2,0,1421930724,1421930724,DoS,1
59.166.0.0,149.171.126.2,tcp,FIN,-,27297,80,8,10,1421932470,1421932470,-,0
59.166.0.0,149.171.126.2,udp,CON,dns,60064,53,2,2,1421948392,1421948392,-,0
59.166.0.2,149.171.126.1,tcp,FIN,-,42279,28795,78,80,1421938950,1421938950,-,0
59.166.0.2,149.171.126.6,tcp,FIN,http,55655,80,14,18,1421935906,1421935907,-,0
59.166.0.0,149.171.126.0,tcp,FIN,ftp-data,13798,45112,8,12,1421951256,1421951256,-,0
175.45.176.1,149.171.126.12,unas,INT,-,0,0,2,0,1421930680,1421930680,Analysis,1
59.166.0.8,149.171.126.6,udp,CON,dns,36122,53,2,2,1421946165,1421949047,-,0
59.166.0.5,149.171.126.1,tcp,FIN,http,50073,80,14,18,1421927806,1421949069,-,0
59.166.0.3,149.171.126.9,tcp,FIN,http,33799,80,14,18,1421941714,1421941715,-,0
59.166.0.0,149.171.126.7,tcp,FIN,ftp-data,27727,11076,14,6,1421953849,1421953849,-,0
59.166.0.6,149.171.126.2,udp,CON,dns,63085,53,2,2,1421932756,1421932756,-,0
59.166.0.0,149.171.126.9,udp,CON,dns,22530,53,2,2,1421953183,1421953183,-,0
59.166.0.0,149.171.126.5,tcp,FIN,-,15867,62421,28,30,1421949289,1421949290,-,0
59.166.0.4,149.171.126.2,tcp,FIN,-,53517,80,298,746,1421945213,1421934014,-,0
59.166.0.5,149.171.126.0,udp,CON,dns,59122,53,2,2,1421929971,1421929971,-,0
59.166.0.1,149.171.126.8,tcp,FIN,ftp-data,25689,52579,8,12,1421931798,1421931798,-,0
175.45.176.1,149.171.126.18,udp,INT,dns,47439,53,2,0,1421953279,1421945319,Generic,1
59.166.0.3,149.171.126.3,udp,CON,-,59616,111,4,4,1421938619,1421938619,-,0
59.166.0.0,149.171.126.2,tcp,FIN,-,64375,143,122,126,1421945559,1421945559,-,0
59.166.0.3,149.171.126.5,tcp,FIN,ftp,59223,21,52,54,1421946246,1421946246,-,0
59.166.0.0,149.171.126.5,tcp,FIN,-,43999,6881,16,18,1421927935,1421927935,-,0
59.166.0.9,149.171.126.9,udp,CON,-,5480,33410,4,4,1421945487,1421945487,-,0
59.166.0.2,149.171.126.6,tcp,FIN,smtp,2355,25,52,42,1421953718,1421953718,-,0
59.166.0.0,149.171.126.2,tcp,FIN,-,51608,80,14,18,1421944910,1421945118,-,0
59.166.0.0,149.171.126.6,udp,CON,dns,4886,53,2,2,1421943571,1421943571,-,0
149.171.126.18,175.45.176.1,udp,INT,dns,1043,53,2,0,1421930992,1421930992,-,0
59.166.0.5,149.171.126.9,tcp,FIN,ftp,11810,21,52,54,1421931555,1421945410,-,0
59.166.0.5,149.171.126.2,udp,CON,dns,62188,53,2,2,1421942295,1421942295,-,0
59.166.0.2,149.171.126.9,tcp,FIN,smtp,14849,25,52,40,1421944069,1421944069,-,0
59.166.0.2,149.171.126.2,tcp,FIN,smtp,25417,25,52,42,1421928559,1421928559,-,0
59.166.0.8,149.171.126.2,udp,CON,-,32903,53,2,2,1421932699,1421932699,-,0
59.166.0.0,149.171.126.1,udp,CON,dns,16518,53,2,2,1421935968,1421935968,-,0
10.40.85.30,10.40.85.1,arp,CON,-,42462,111,4,4,1421944591,1421944591,-,0
59.166.0.9,149.171.126.8,udp,CON,dns,44417,53,2,2,1421929742,1421929742,-,0
59.166.0.6,149.171.126.0,tcp,FIN,-,51891,52579,10,12,1421933106,1421933106,-,0
59.166.0.3,149.171.126.2,tcp,FIN,ftp,29146,21,52,54,1421945574,1421952649,-,0
59.166.0.7,149.171.126.7,udp,CON,dns,61821,53,2,2,1421931634,1421931634,-,0
59.166.0.1,149.171.126.9,tcp,FIN,smtp,17340,25,52,42,1421954318,1421954318,-,0
59.166.0.0,149.171.126.3,tcp,FIN,ssh,54457,22,32,24,1421949078,1421943536,-,0
59.166.0.3,149.171.126.9,udp,CON,dns,40255,53,2,2,1421941405,1421941405,-,0
59.166.0.1,149.171.126.0,udp,CON,-,31957,111,4,4,1421954134,1421954134,-,0
59.166.0.9,149.171.126.1,tcp,FIN,-,51933,61468,34,36,1421953597,1421953597,-,0
59.166.0.8,149.171.126.1,udp,CON,dns,10410,53,2,2,1421938276,1421938276,-,0
59.166.0.2,149.171.126.6,tcp,FIN,-,1741,143,122,126,1421952733,1421952733,-,0
59.166.0.9,149.171.126.1,tcp,FIN,http,23302,80,14,18,1421939859,1421947907,-,0
59.166.0.8,149.171.126.6,udp,CON,-,56112,53,2,2,1421931310,1421931310,-,0
59.166.0.5,149.171.126.5,tcp,FIN,http,53676,80,14,18,1421943272,1421943273,-,0
59.166.0.5,149.171.126.2,tcp,FIN,ftp,8807,21,44,48,1421947446,1421947446,-,0
59.166.0.2,149.171.126.7,udp,CON,dns,58694,53,2,2,1421942575,1421942575,-,0
59.166.0.0,149.171.126.9,udp,CON,dns,8965,53,2,2,1421951924,1421951924,-,0
59.166.0.1,149.171.126.5,tcp,FIN,-,6320,6881,16,18,1421936804,1421951229,-,0
59.166.0.1,149.171.126.8,tcp,FIN,-,2784,55388,50,50,1421942610,1421927617,-,0
59.166.0.7,149.171.126.4,tcp,FIN,http,35823,80,352,746,1421941554,1421937243,-,0
59.166.0.4,149.171.126.0,tcp,FIN,ftp-data,20874,54430,6,8,1421943042,1421943042,-,0
149.171.126.18,175.45.176.1,udp,INT,dns,1043,53,2,0,1421945035,1421947944,-,0
59.166.0.2,149.171.126.7,tcp,FIN,-,33101,2060,44,46,1421936931,1421936931,-,0
59.166.0.7,149.171.126.4,tcp,FIN,http,12133,80,352,746,1421943077,1421955348,-,0
59.166.0.5,149.171.126.9,udp,CON,-,10230,53,2,2,1421934408,1421934408,-,0
59.166.0.6,149.171.126.7,tcp,FIN,-,43224,23481,62,62,1421945217,1421955407,-,0
59.166.0.1,149.171.126.8,udp,CON,dns,41339,53,2,2,1421931010,1421931010,-,0
59.166.0.0,149.171.126.8,tcp,FIN,-,41882,52835,62,62,1421932491,1421928559,-,0
175.45.176.1,149.171.126.12,unas,INT,-,0,0,2,0,1421931341,1421931342, Fuzzers,1
59.166.0.3,149.171.126.6,udp,CON,dns,62581,53,2,2,1421950280,1421950280,-,0
59.166.0.5,149.171.126.6,tcp,FIN,-,45226,80,14,18,1421932828,1421932828,-,0
59.166.0.7,149.171.126.3,udp,CON,-,21319,53,2,2,1421933452,1421933452,-,0
59.166.0.9,149.171.126.4,udp,CON,dns,24316,53,2,2,1421948346,1421948346,-,0
59.166.0.4,149.171.126.4,tcp,FIN,-,7610,62526,42,44,1421936855,1421936855,-,0
59.166.0.9,149.171.126.2,tcp,FIN,-,9729,5190,22,24,1421951749,1421949304,-,0
59.166.0.9,149.171.126.6,udp,CON,-,43553,53,2,2,1421955627,1421955627,-,0
59.166.0.8,149.171.126.3,udp,CON,-,27252,111,4,4,1421933042,1421933042,-,0
59.166.0.0,149.171.126.4,udp,CON,dns,32561,53,2,2,1421943758,1421943758,-,0
175.45.176.1,149.171.126.18,udp,INT,dns,47439,53,2,0,1421947256,1421947256,Generic,1
59.166.0.5,149.171.126.3,tcp,FIN,ftp-data,63064,45448,14,8,1421937453,1421937453,-,0
59.166.0.3,149.171.126.2,tcp,FIN,-,39563,53739,44,46,1421947299,1421947299,-,0
59.166.0.0,149.171.126.1,tcp,FIN,http,18169,80,14,18,1421947724,1421928507,-,0
59.166.0.0,149.171.126.6,tcp,FIN,-,23231,5190,22,24,1421938952,1421938952,-,0
59.166.0.4,149.171.126.3,tcp,FIN,http,60002,80,14,18,1421942584,1421942584,-,0
59.166.0.5,149.171.126.7,tcp,FIN,http,49412,80,14,18,1421944438,1421950664,-,0
59.166.0.7,149.171.126.4,udp,CON,-,43997,111,4,4,1421950031,1421945221,-,0
175.45.176.1,149.171.126.18,udp,INT,dns,1043,53,2,0,1421932105,1421932105,Generic,1
59.166.0.0,149.171.126.9,tcp,FIN,-,1859,55987,40,42,1421933589,1421938613,-,0
59.166.0.9,149.171.126.9,udp,CON,dns,2807,53,2,2,1421930695,1421930695,-,0
59.166.0.0,149.171.126.9,tcp,FIN,-,2449,6881,308,682,1421945041,1421945041,-,0
59.166.0.7,149.171.126.3,udp,CON,dns,8536,53,2,2,1421940019,1421940019,-,0
59.166.0.3,149.171.126.3,tcp,FIN,-,50855,6881,616,682,1421947242,1421947246,-,0
59.166.0.6,149.171.126.3,udp,CON,dns,53522,53,2,2,1421954358,1421928215,-,0
59.166.0.9,149.171.126.9,udp,CON,dns,63749,53,2,2,1421931491,1421931491,-,0
59.166.0.2,149.171.126.2,tcp,FIN,-,16191,5190,22,14,1421943620,1421943621,-,0
59.166.0.8,149.171.126.3,udp,CON,dns,2176,53,2,2,1421936600,1421936600,-,0
59.166.0.3,149.171.126.3,udp,CON,dns,55894,53,2,2,1421949295,1421949295,-,0
59.166.0.0,149.171.126.2,tcp,FIN,ftp-data,35668,30898,10,12,1421931978,1421941337,-,0
59.166.0.4,149.171.126.5,tcp,FIN,-,42622,14608,46,48,1421933820,1421933820,-,0
59.166.0.5,149.171.126.8,tcp,FIN,ftp,35705,21,52,54,1421945019,1421945062,-,0
59.166.0.1,149.171.126.7,tcp,FIN,-,61242,56796,46,48,1421952929,1421952929,-,0
59.166.0.1,149.171.126.9,tcp,FIN,ftp-data,16956,42611,6,8,1421944314,1421935475,-,0
59.166.0.0,149.171.126.3,tcp,FIN,-,10811,6881,448,858,1421951229,1421934861,-,0
59.166.0.9,149.171.126.5,udp,CON,dns,24100,53,2,2,1421950381,1421950029,-,0
59.166.0.8,149.171.126.2,tcp,FIN,-,18217,50499,68,70,1421945036,1421945036,-,0
59.166.0.2,149.171.126.8,tcp,FIN,-,54752,5190,12,12,1421944904,1421944904,-,0
59.166.0.7,149.171.126.5,udp,CON,dns,52618,53,2,2,1421953841,1421953841,-,0
59.166.0.7,149.171.126.1,tcp,FIN,http,31425,80,14,18,1421949364,1421945524,-,0
175.45.176.1,149.171.126.13,tcp,FIN,-,46177,445,12,8,1421928122,1421928122,-,0
10.40.182.3,10.40.182.3,arp,INT,-,0,0,1,0,1421947215,1421947215,-,0
59.166.0.9,149.171.126.7,tcp,FIN,http,24865,3952,78,80,1421951537,1421951537,-,0
59.166.0.3,149.171.126.2,tcp,FIN,-,17743,5190,22,24,1421937828,1421937828,-,0
149.171.126.18,175.45.176.1,udp,INT,dns,1043,53,2,0,1421930715,1421930716,-,0
59.166.0.5,149.171.126.0,udp,CON,dns,25007,53,2,2,1421937741,1421937741,-,0
59.166.0.5,149.171.126.8,udp,CON,dns,7495,53,2,2,1421927667,1421927667,-,0
59.166.0.7,149.171.126.9,udp,CON,dns,28456,53,2,2,1421950848,1421950848,-,0
59.166.0.9,149.171.126.6,tcp,FIN,http,10973,80,366,731,1421940914,1421940920,-,0
59.166.0.8,149.171.126.9,udp,CON,-,58338,53,2,2,1421945740,1421945741,-,0
59.166.0.7,149.171.126.6,udp,CON,-,60957,111,4,4,1421938024,1421938025,-,0
59.166.0.4,149.171.126.0,tcp,FIN,-,44888,6881,434,858,1421939692,1421945015,-,0
59.166.0.7,149.171.126.9,tcp,FIN,http,9916,80,14,18,1421928176,1421928177,-,0
59.166.0.1,149.171.126.2,udp,CON,dns,42394,53,2,2,1421938888,1421938888,-,0
59.166.0.0,149.171.126.1,tcp,FIN,ssh,56666,22,32,24,1421939561,1421939561,-,0
59.166.0.4,149.171.126.4,tcp,FIN,ftp-data,43240,12705,6,8,1421937522,1421937522,-,0
59.166.0.9,149.171.126.9,tcp,FIN,http,50154,80,14,18,1421949523,1421936422,-,0
59.166.0.3,149.171.126.8,udp,CON,-,25642,53,2,2,1421945337,1421945337,-,0
59.166.0.1,149.171.126.3,udp,CON,dns,53023,53,2,2,1421951573,1421951573,-,0
59.166.0.1,149.171.126.1,tcp,FIN,http,14756,80,12,18,1421953454,1421933060,-,0
59.166.0.0,149.171.126.8,tcp,FIN,-,51424,5190,12,12,1421945132,1421945132,-,0
59.166.0.5,149.171.126.3,tcp,FIN,ftp-data,3385,18149,14,6,1421937439,1421937440,-,0
59.166.0.6,149.171.126.4,tcp,CON,http,20501,80,14,18,1421932192,1421932193,-,0
59.166.0.6,149.171.126.4,tcp,FIN,-,45844,6881,16,18,1421935888,1421935888,-,0
59.166.0.4,149.171.126.2,udp,CON,-,28620,111,4,4,1421930911,1421943461,-,0
59.166.0.3,149.171.126.6,tcp,FIN,-,36273,19647,84,86,1421945582,1421945582,-,0
59.166.0.7,149.171.126.1,udp,CON,dns,22090,53,2,2,1421950700,1421950700,-,0
59.166.0.9,149.171.126.2,udp,CON,dns,2690,53,2,2,1421952970,1421945020,-,0
59.166.0.0,149.171.126.1,udp,CON,dns,57537,53,2,2,1421934609,1421934609,-,0
59.166.0.0,149.171.126.3,tcp,FIN,-,22636,23592,28,30,1421945227,1421945227,-,0
59.166.0.5,149.171.126.5,tcp,FIN,smtp,5690,25,52,38,1421938433,1421938433,-,0
59.166.0.4,149.171.126.6,udp,CON,dns,47562,53,2,2,1421947060,1421947060,-,0
175.45.176.1,149.171.126.18,udp,INT,dns,1043,53,2,0,1421930821,1421932472,Generic,1
59.166.0.0,149.171.126.1,udp,CON,-,8948,35133,4,4,1421948954,1421948954,-,0
59.166.0.0,149.171.126.2,udp,CON,-,61776,111,4,4,1421931986,1421931986,-,0
59.166.0.8,149.171.126.2,tcp,CON,http,43093,80,14,18,1421936057,1421940157,-,0
59.166.0.5,149.171.126.0,udp,CON,-,17388,111,4,4,1421945196,1421945196,-,0
59.166.0.0,149.171.126.5,udp,CON,dns,52350,53,2,2,1421939576,1421939576,-,0
59.166.0.2,149.171.126.1,tcp,FIN,-,8091,27962,44,46,1421950338,1421941293,-,0
59.166.0.9,149.171.126.5,udp,CON,-,11527,111,4,4,1421938346,1421938346,-,0
59.166.0.7,149.171.126.8,tcp,FIN,ftp-data,37246,32948,14,6,1421928495,1421928495,-,0
59.166.0.0,149.171.126.3,udp,CON,dns,46077,53,2,2,1421951709,1421951709,-,0
59.166.0.5,149.171.126.1,udp,CON,dns,40334,53,2,2,1421935217,1421935217,-,0
59.166.0.0,149.171.126.8,tcp,FIN,ftp-data,22954,45534,8,12,1421938117,1421938117,-,0
59.166.0.8,149.171.126.2,tcp,FIN,-,18427,26899,18,18,1421954004,1421946264,-,0
59.166.0.7,149.171.126.2,tcp,CON,-,54481,179,10,8,1421929565,1421929565,Exploits,1
175.45.176.1,149.171.126.18,udp,INT,dns,1043,53,2,0,1421931964,1421931964,-,0
59.166.0.8,149.171.126.2,tcp,FIN,-,29770,5190,24,24,1421936145,1421935961,-,0
59.166.0.3,149.171.126.3,udp,CON,dns,32338,53,2,2,1421948362,1421948362,-,0
59.166.0.6,149.171.126.3,tcp,FIN,-,65310,143,122,126,1421944960,1421944961,-,0
59.166.0.8,149.171.126.6,udp,CON,dns,58077,53,2,2,1421948843,1421948843,-,0
59.166.0.1,149.171.126.6,tcp,FIN,-,54220,5190,12,12,1421943927,1421943927,-,0
59.166.0.9,149.171.126.5,tcp,FIN,-,26095,80,8,10,1421945469,1421945469,-,0
59.166.0.4,149.171.126.4,udp,CON,dns,59788,53,2,2,1421942816,1421933000,-,0
59.166.0.0,149.171.126.4,udp,CON,dns,50712,53,2,2,1421952684,1421952684,-,0
59.166.0.0,149.171.126.8,tcp,FIN,smtp,26959,25,52,40,1421946261,1421946261,-,0
59.166.0.7,149.171.126.5,tcp,FIN,http,65341,80,14,18,1421950544,1421950544,-,0
59.166.0.2,149.171.126.6,udp,CON,dns,1259,53,2,2,1421948634,1421930807,-,0
59.166.0.6,149.171.126.9,udp,CON,-,25705,53,2,2,1421945409,1421945409,-,0
59.166.0.6,149.171.126.9,udp,CON,dns,3239,53,2,2,1421943682,1421943682,-,0
59.166.0.2,149.171.126.3,udp,CON,dns,39945,53,2,2,1421945687,1421945687,-,0
59.166.0.0,149.171.126.1,tcp,FIN,-,24662,49620,42,44,1421945593,1421927827,-,0
59.166.0.6,149.171.126.4,tcp,FIN,-,20139,6881,536,1045,1421929591,1421929591,-,0
59.166.0.2,149.171.126.7,tcp,FIN,-,56363,5190,22,14,1421942582,1421942582,-,0
59.166.0.5,149.171.126.8,tcp,FIN,-,36331,35780,66,68,1421944896,1421944896,-,0
59.166.0.0,149.171.126.2,tcp,FIN,-,18755,63886,56,54,1421951968,1421954297,-,0
59.166.0.6,149.171.126.8,udp,CON,-,23633,111,4,4,1421946206,1421946206,-,0
59.166.0.2,149.171.126.4,tcp,FIN,ftp-data,39217,38182,6,8,1421954403,1421954403,-,0
59.166.0.4,149.171.126.4,tcp,FIN,-,53836,6881,228,438,1421940689,1421955459,-,0
59.166.0.3,149.171.126.0,udp,CON,dns,37538,53,2,2,1421943686,1421943686,-,0
59.166.0.2,149.171.126.7,tcp,FIN,-,61337,5190,12,12,1421944976,1421944976,-,0
59.166.0.2,149.171.126.9,tcp,FIN,ftp,23060,21,52,54,1421945555,1421945556,-,0
59.166.0.8,149.171.126.7,udp,CON,-,58352,38153,4,4,1421951012,1421951012,-,0
59.166.0.8,149.171.126.9,tcp,FIN,-,12093,35481,78,80,1421940323,1421940323,-,0
59.166.0.4,149.171.126.0,tcp,FIN,ssh,19644,22,108,114,1421948196,1421940428,-,0
59.166.0.9,149.171.126.0,tcp,FIN,-,58350,5190,16,18,1421935961,1421935961,-,0
59.166.0.8,149.171.126.2,tcp,FIN,-,55826,61193,46,48,1421938478,1421938478,-,0
59.166.0.1,149.171.126.8,tcp,FIN,-,47162,6881,16,18,1421943542,1421944950,-,0
59.166.0.7,149.171.126.9,udp,CON,dns,36240,53,2,2,1421929558,1421951227,-,0
59.166.0.6,149.171.126.1,udp,CON,dns,17081,53,2,2,1421941288,1421941288,-,0
59.166.0.6,149.171.126.8,udp,CON,dns,37062,53,2,2,1421940306,1421940306,-,0
59.166.0.0,149.171.126.3,udp,CON,dns,6042,53,2,2,1421944219,1421944220,-,0
59.166.0.8,149.171.126.6,tcp,FIN,-,20219,20012,48,50,1421936003,1421938282,-,0
59.166.0.6,149.171.126.6,udp,CON,-,18708,53,2,2,1421931918,1421931918,-,0
59.166.0.6,149.171.126.7,tcp,FIN,-,28347,5190,15,24,1421938063,1421932009,-,0
59.166.0.9,149.171.126.7,tcp,FIN,ftp-data,53029,5658,14,6,1421949049,1421953406,-,0
59.166.0.0,149.171.126.1,tcp,CON,-,14196,6881,108,198,1421938367,1421938367,-,0
59.166.0.5,149.171.126.9,tcp,FIN,-,41625,6881,446,858,1421947490,1421928111,-,0
59.166.0.0,149.171.126.1,udp,CON,-,59797,111,4,4,1421928574,1421928574,-,0
59.166.0.1,149.171.126.8,tcp,FIN,smtp,51118,25,54,44,1421940626,1421932872,-,0
59.166.0.6,149.171.126.0,tcp,FIN,-,34801,49262,44,46,1421941289,1421941289,-,0
59.166.0.8,149.171.126.9,tcp,CON,-,1908,42043,72,76,1421948348,1421948349,-,0
59.166.0.4,149.171.126.4,udp,CON,dns,60791,53,2,2,1421931639,1421931639,-,0
59.166.0.3,149.171.126.4,tcp,FIN,-,17532,143,20,22,1421952209,1421952209,-,0
175.45.176.1,149.171.126.18,udp,INT,dns,1043,53,2,0,1421932862,1421932862,Generic,1
59.166.0.7,149.171.126.0,tcp,FIN,ftp-data,13386,61146,8,12,1421929926,1421929926,-,0
59.166.0.2,149.171.126.8,udp,CON,dns,60477,53,2,2,1421944570,1421944570,-,0
59.166.0.0,149.171.126.2,udp,CON,dns,49692,53,2,2,1421952191,1421952191,-,0
59.166.0.0,149.171.126.5,udp,CON,dns,1054,53,2,2,1421938764,1421943668,-,0
175.45.176.0,149.171.126.18,udp,INT,-,1043,111,2,0,1421932626,1421932626, Fuzzers,1
59.166.0.1,149.171.126.6,tcp,FIN,-,1283,5190,22,24,1421951201,1421951201,-,0
59.166.0.6,149.171.126.6,udp,CON,dns,8324,53,2,2,1421938583,1421938584,-,0
59.166.0.5,149.171.126.4,tcp,FIN,http,60072,80,14,18,1421938742,1421944756,-,0
59.166.0.6,149.171.126.6,udp,CON,dns,57732,53,2,2,1421951910,1421951910,-,0
59.166.0.3,149.171.126.6,udp,CON,-,9418,111,4,4,1421945242,1421945242,-,0
